timestamp,pitch,roll,yaw,heading,longitude,latitude,voltage,temperature,questNo,setPoint,currentSpeed
2025-07-14T18:26:59.333,-0.7,-0.47,0.08,320.93,39.9278,32.8805,12.3,25.6,4,0.27,0.47
2025-07-14T18:26:59.335,-0.96,-0.87,0.02,77.56,39.9443,32.898,12.79,26.7,5,0.73,0.64
2025-07-14T18:27:00.333,0.53,0.3,0.75,212.18,39.9119,32.8834,12.58,17.8,1,0.06,0.05
2025-07-14T18:27:01.335,0.43,0.5,0.45,326.41,39.91,32.8865,12.47,25.2,5,0.34,0.06
2025-07-14T18:27:02.336,-0.49,-0.05,0.89,74.06,39.937,32.8727,12.69,16.4,2,0.06,0
2025-07-14T18:27:03.336,0.37,0.14,-0.07,125.4,39.904,32.8819,12.08,20.6,3,0.45,0.05
2025-07-14T18:27:04.336,0.21,0.92,-0.8,183.23,39.9168,32.8522,12.61,20.6,3,0.69,0.57
2025-07-14T18:27:05.336,-0.02,-0.31,-0.68,77.23,39.9134,32.8853,11.67,28.5,1,0.31,0.96
2025-07-14T18:27:06.338,0.04,0.69,-0.37,14.83,39.9187,32.8997,11.94,22,1,0.47,0.62
2025-07-14T18:27:07.338,0.34,-0.31,-0.07,275.42,39.9402,32.8968,12.11,25.2,2,0.58,0.7
2025-07-14T18:27:08.340,-0.16,0.55,-0.74,258.69,39.9051,32.8615,11.74,28.9,1,0.05,0.78
2025-07-14T18:27:09.341,0.4,0.49,-0.1,188.68,39.9394,32.8667,12.42,23.7,1,0.53,0.12
2025-07-14T18:27:10.341,-0.47,0.96,-0.02,171.56,39.9017,32.8516,11.92,23.1,1,0.36,0.25
2025-07-14T18:27:11.341,-0.8,0.65,-0.85,218.55,39.9015,32.8995,12.73,28.9,3,0.91,0.55
2025-07-14T18:27:12.342,0.72,-0.95,0.16,114.33,39.9102,32.8778,11.9,22.5,3,0.3,0.75
2025-07-14T18:27:13.342,0.91,0.64,0.41,287.03,39.9484,32.8824,12.19,25.7,1,0.82,0.52
2025-07-14T18:27:14.343,0.39,-0.25,0.23,339.81,39.9485,32.8731,12.31,19.7,3,0.95,0.57
2025-07-14T18:27:15.343,0.66,0.54,0.72,115.86,39.941,32.8551,12.28,23.4,4,0.09,0.6
2025-07-14T18:27:16.344,-0.6,-0.25,0.23,244.49,39.9294,32.856,12.73,18.7,2,0.67,0.76
2025-07-14T18:27:17.345,-0.49,-0.9,-0.71,120.59,39.9276,32.8836,12.31,16.1,2,0.06,0.37
2025-07-14T18:27:18.346,0.83,-0.09,0.06,100.85,39.942,32.8576,12.72,24.4,4,0.52,0.42
2025-07-14T18:27:19.345,0.76,-0.84,-0.85,350.94,39.9326,32.8867,12.63,16.5,3,0.32,0.34
2025-07-14T18:27:20.347,0.1,-0.65,-0.05,267.06,39.9454,32.863,11.83,25.1,5,0.72,0.27
2025-07-14T18:27:21.348,-0.73,-0.27,0.51,281.88,39.9267,32.8682,11.59,22.5,4,0.39,0.09
2025-07-14T18:27:22.348,-0.94,0.27,0.82,305.73,39.9404,32.8711,12.76,20.4,2,0.22,0.2
2025-07-14T18:27:23.348,0.74,0.73,-0.67,99.95,39.9442,32.8679,12,23,5,0.1,0.39
2025-07-14T18:27:24.349,-0.81,0.78,0.56,49.3,39.945,32.8931,12.77,25.5,3,0.67,0.36
2025-07-14T18:27:25.350,-0.79,0.32,0.93,302.82,39.9311,32.864,11.77,19.5,3,0.59,0.62
2025-07-14T18:27:26.351,-0.33,0.47,0.97,76.49,39.9076,32.8816,11.64,20.1,5,0.45,0.33
2025-07-14T18:27:27.352,-0.79,-0.33,-0.02,266.14,39.9049,32.8856,12.38,27.1,4,0.69,0.2
2025-07-14T18:27:28.351,0.51,0.37,-0.13,92.1,39.9287,32.8694,12.42,21.3,2,0.52,0.4
2025-07-14T18:27:29.353,-0.5,-0.61,0.45,259.55,39.917,32.8969,12.07,25,3,0.76,0.59
2025-07-14T18:27:30.354,-0.08,-0.9,0.5,30.47,39.9259,32.875,11.89,21.7,2,0.01,0.06
2025-07-14T18:27:31.355,-0.17,-0.61,0.37,227.88,39.9146,32.8766,12.69,21.4,1,0.26,0.61
2025-07-14T18:27:32.354,0,0.61,-0.28,182.71,39.9356,32.8961,12.48,16.7,5,0.1,0.21
2025-07-14T18:27:33.355,0.48,-0.85,-0.19,125.21,39.9005,32.8989,12.07,23.9,1,0.48,0.87
2025-07-14T18:27:34.356,0.86,-0.32,0.81,267.36,39.9268,32.8716,12.5,26.2,5,0.04,0.06
2025-07-14T18:27:35.358,-0.78,-0.72,0.87,100.1,39.9289,32.8853,11.95,23.7,5,0.57,0.93
2025-07-14T18:27:36.358,0.21,-0.52,-0.21,243.72,39.9245,32.8891,12.14,18.1,1,0.73,0.59
2025-07-14T18:27:37.360,-0.97,-0.58,-0.03,112.13,39.908,32.8513,12.12,23.5,5,0.25,0.21
2025-07-14T18:27:38.361,0.58,0.68,-0.16,189.17,39.9331,32.8545,12.54,26.4,4,0.75,0.9
2025-07-14T18:27:39.360,-0.24,-0.19,-0.46,238.25,39.9321,32.881,11.97,25.7,3,0.38,0.68
2025-07-14T18:27:40.361,-0.68,-0.48,-0.3,259.98,39.9292,32.8698,11.78,24.2,4,0.1,0.93
2025-07-14T18:27:41.362,-0.27,-0.07,0.73,311.11,39.9431,32.8621,11.72,18.4,5,0.75,0.16
2025-07-14T18:27:42.362,-0.04,0.15,0.83,197.12,39.9383,32.8873,12.24,16.9,3,0.97,0.47
2025-07-14T18:27:43.363,0.69,0.83,0.83,150.19,39.9384,32.8969,11.62,27.2,5,0.85,0.19
2025-07-14T18:27:44.364,-0.04,-0.12,0.68,90.12,39.9477,32.8776,12.25,16,4,0.85,0.56
2025-07-14T18:27:45.366,0.06,0.22,-0.13,47.61,39.9457,32.8805,12.17,20.5,5,0.81,0.07
2025-07-14T18:27:46.368,-0.95,0.95,-0.22,343.68,39.9321,32.8804,12.76,19,2,0.46,0.16
2025-07-14T18:27:47.366,-0.44,-0.24,0.28,204.56,39.9302,32.8686,11.95,21.8,5,0.62,0.42
2025-07-14T18:27:48.367,-0.25,-0.83,-0.22,47.63,39.9197,32.8737,11.94,18.8,5,0.29,0.55
2025-07-14T18:27:49.368,-0.58,-0.33,0.76,335.95,39.9348,32.891,12.38,19.4,4,0.24,0.7
2025-07-14T18:27:50.369,-0.84,-0.55,-0.98,53.5,39.9444,32.8795,12.53,20.3,1,0.95,0.45
2025-07-14T18:27:51.370,-0.13,-0.01,0.63,104.47,39.9218,32.8541,11.97,27.9,1,0.38,0.33
2025-07-14T18:27:52.370,0.31,-0.04,0.92,345.02,39.9055,32.859,12.42,27.2,4,0.3,0.94
2025-07-14T18:27:53.371,0.66,-0.09,0.61,255.96,39.9376,32.8715,11.91,16.1,4,0.24,0.89
2025-07-14T18:27:54.374,0.28,-0.23,0.67,9.25,39.9225,32.8513,12.65,17.5,5,0.63,0.83
