timestamp,pitch,roll,yaw,heading,longitude,latitude,voltage,temperature,questNo,setPoint,currentSpeed
2025-07-19T20:00:48.365,-2.96,-3.12,2.61,237.51,32.8599,39.946,12.33,28.1,4,0.56,0.14
2025-07-19T20:00:48.372,-4.8,22.75,4,156.9,32.8564,39.9221,11.87,23.5,4,0.39,0.47
2025-07-19T20:00:49.379,-9.49,-20.52,-0.41,68.06,32.8531,39.9127,12.13,20.2,4,0.58,0.31
2025-07-19T20:00:50.390,-11.77,-8.46,-3.48,78.01,32.8822,39.9217,11.85,16.2,3,0.04,0.65
2025-07-19T20:00:51.403,-10.62,-11.67,2.39,358.96,32.8786,39.9097,12.41,17.3,1,0.89,0.58
2025-07-19T20:00:52.418,7.59,-11.13,4.64,258.68,32.8506,39.9487,11.95,23.9,4,0.23,0.35
2025-07-19T20:00:53.435,8.44,-14.3,2.73,341.46,32.8764,39.9119,12,19.6,5,0.42,0.41
2025-07-19T20:00:54.447,-8.51,24.36,3.55,144.99,32.8738,39.9068,12.17,22.3,2,0.45,0.75
2025-07-19T20:00:55.465,8.71,-9.78,1.61,261.48,32.8619,39.9217,11.5,24.2,5,0.4,0.15
2025-07-19T20:00:56.476,13.34,-14,-2.65,86.13,32.8732,39.906,12.65,20.4,5,0.57,0.1
2025-07-19T20:00:57.494,0.53,-29.18,-1.04,52.88,32.884,39.9437,12.69,17.6,3,0.47,0.03
2025-07-19T20:00:58.516,4.2,8.54,-4.64,137.35,32.8733,39.9002,11.52,21.3,3,0.43,0.24
2025-07-19T20:00:59.526,-14.35,-24.78,-1.94,3.56,32.8607,39.9486,12.1,17.8,2,0.35,0.43
2025-07-19T20:01:00.537,1.39,27.92,3.27,314.56,32.8619,39.9011,12.22,29,3,0.34,0.22
2025-07-19T20:01:01.547,7.59,17.93,1.66,189.29,32.8597,39.914,12.15,18.5,5,0.73,0.64
2025-07-19T20:01:02.558,10.08,20.6,-2.32,273.2,32.8706,39.9455,12.02,16.1,5,0.56,0.8
2025-07-19T20:01:03.572,-14.69,-4.07,3.53,78.98,32.8985,39.9237,11.83,20.3,4,0.98,0.37
2025-07-19T20:01:04.589,-14.55,24.87,2.59,288.65,32.8525,39.9357,11.9,27.1,3,0.83,0.71
2025-07-19T20:01:05.603,-10.81,18.39,-4.71,94.32,32.8902,39.9394,12.6,25.9,5,0.54,0.75
2025-07-19T20:01:06.621,8.24,23.55,-3.44,13.99,32.8727,39.9437,12.56,29.9,4,0.55,0.87
2025-07-19T20:01:07.636,-12.71,-27.57,1.31,108.53,32.8725,39.9195,12.55,23.4,1,0.6,0.13
2025-07-19T20:01:08.652,-14.89,19.55,0.29,212.18,32.888,39.9028,11.84,25.3,2,0.46,0.38
2025-07-19T20:01:09.666,-7.82,-22.26,-0.57,282.15,32.8569,39.9076,11.62,21.7,5,0.11,0.72
2025-07-19T20:01:10.679,-11.21,14.46,-3.52,63.63,32.8931,39.913,12.11,24.5,1,0.94,0.13
2025-07-19T20:01:11.687,3.82,21.95,-3.51,43.66,32.8563,39.9173,12.12,22.8,1,0.81,0.51
2025-07-19T20:01:12.699,7.99,0.08,1.01,105.61,32.8921,39.9181,12.77,28.9,1,0.25,0.9
2025-07-19T20:01:13.707,-11.11,0.65,4.14,18.93,32.8641,39.9232,12.42,15.6,1,0.6,0.14
2025-07-19T20:01:14.718,2.45,23.63,-2.62,55.53,32.8958,39.9234,12.33,21,4,0.64,0.13
