timestamp,pitch,roll,yaw,heading,longitude,latitude,voltage,temperature,questNo,setPoint,currentSpeed
2025-07-14T18:52:31.569,0.1,0.8,0.85,160.02,32.86,39.9378,12.05,23.3,4,0.25,0.67
2025-07-14T18:52:31.569,-0.16,0.69,-0.11,16.3,32.8602,39.9355,12.61,19.9,3,0.74,0.74
2025-07-14T18:52:32.569,-0.35,-0.66,-0.25,321.53,32.8587,39.9297,11.88,21.5,5,0.55,0.7
2025-07-14T18:52:33.571,-0.49,-0.35,0.99,162.4,32.8835,39.9122,12.7,22.4,5,0.97,0.07
2025-07-14T18:52:34.571,-0.2,-0.99,0.63,161.69,32.8879,39.9283,11.95,29.5,5,0.22,0.56
2025-07-14T18:52:35.572,-0.86,0.44,-0.72,192.48,32.8548,39.9113,12.31,29.9,3,0.73,0.59
2025-07-14T18:52:36.573,0.98,-0.89,0.82,309.59,32.8689,39.9406,11.64,16.7,2,0.34,0.27
2025-07-14T18:52:37.576,-0.51,-0.45,0.69,208.91,32.8725,39.9426,12.21,20.3,1,0.78,0.57
2025-07-14T18:52:38.577,-0.71,-0.38,0.33,89.94,32.8546,39.9429,11.76,18.8,5,0.25,0.72
2025-07-14T18:52:39.579,-0.12,-0.27,0.82,335.63,32.8973,39.9042,11.61,27.8,1,0.95,0.95
2025-07-14T18:52:40.578,0.05,0.77,0.21,86.21,32.8893,39.9407,12.21,18.1,3,0.28,0.39
2025-07-14T18:52:41.581,-0.15,0.68,0.32,316.69,32.8851,39.9234,11.73,25.4,2,0.96,0.26
2025-07-14T18:52:42.581,-0.78,0.96,0.78,215.15,32.8937,39.9026,11.83,27,2,0.58,0.03
2025-07-14T18:52:43.584,0.79,0.85,-0.22,341.36,32.8728,39.9314,12.53,16,2,0.68,0.46
2025-07-14T18:52:44.582,0.73,-0.88,-0.44,118.27,32.8609,39.9019,11.59,27.9,4,0.11,0.21
2025-07-14T18:52:45.581,0.56,0.91,0.45,160.98,32.8637,39.9244,11.9,19.3,3,0.37,0.32
2025-07-14T18:52:46.583,0.8,0.14,0.88,279,32.8568,39.9359,12.77,22,2,0.05,0.73
