timestamp,pitch,roll,yaw,heading,longitude,latitude,voltage,temperature,questNo,setPoint,currentSpeed
2025-07-15T23:27:54.101,0.83,-0.9,0,0.99,-0.59,275.15,32.8745,39.9278,0,17.3,1
2025-07-15T23:27:54.111,-0.66,-0.28,0.65,90.03,32.8541,39.9406,12.1,24.7,1,0.22,0.19
2025-07-15T23:27:55.112,0.98,0.76,-0.02,356.02,32.8758,39.9386,12.09,17.3,5,0.29,0.98
2025-07-15T23:27:56.128,-0.71,-0.84,0.13,157.05,32.8656,39.9127,11.96,19.2,1,0.33,0.51
2025-07-15T23:27:57.127,-0.7,-0.3,0.63,303.96,32.8583,39.9372,11.91,21.8,2,0.79,0.21
2025-07-15T23:27:58.135,-0.14,-0.88,-0.83,112.73,32.881,39.946,11.83,18.9,4,0.19,0.61
2025-07-15T23:27:59.143,-0.17,0.49,0.13,183.46,32.8896,39.9442,12.74,28.7,2,0.01,0.06
2025-07-15T23:28:00.150,-0.49,-0.08,-0.04,261.31,32.8914,39.9427,12.72,20.2,5,0.23,0.14
2025-07-15T23:28:01.160,0.01,-0.08,-0.45,166.05,32.8876,39.9383,12.77,15.5,5,0.03,0.88
2025-07-15T23:28:02.168,-0.65,-0.93,0.35,359.37,32.8621,39.9243,11.55,19.6,5,0.74,0.43
2025-07-15T23:28:03.174,-0.85,-0.44,0.74,263.45,32.8871,39.9404,12.45,27.2,5,0.64,0.98
2025-07-15T23:28:04.181,-0.27,-0.22,0.13,207.99,32.8592,39.9224,11.89,26.7,2,0.55,0.94
2025-07-15T23:28:05.188,0.31,-0.52,-0.97,345.15,32.8741,39.9046,12.68,26.9,4,0.61,0.04
2025-07-15T23:28:06.201,0.14,0.73,0.23,263.45,32.8992,39.9174,12.36,20.8,2,0.4,0.36
2025-07-15T23:28:07.205,-0.43,0.45,-0.01,26.92,32.8964,39.9251,12.62,25.8,3,0.7,0.97
2025-07-15T23:28:08.213,-0.64,-0.14,0.65,331.52,32.8663,39.9329,12.49,15.7,4,0.81,0.96
2025-07-15T23:28:09.223,0.53,-0.21,-1,181.85,32.8652,39.9185,12.47,28.2,5,0.16,0.63
2025-07-15T23:28:10.236,0.72,-0.19,-0.31,108.8,32.8952,39.9174,12.2,23.1,2,0.48,0.91
2025-07-15T23:28:11.243,0.88,-0.26,-0.42,234.84,32.8731,39.9165,12.07,15.6,1,0.53,0.25
2025-07-15T23:28:15.295,0.52,0.29,-0.48,228.91,32.8939,39.918,11.69,28.3,1,0.73,0.32
2025-07-15T23:28:15.297,0.47,-0.85,-0.98,292.64,32.8583,39.9027,12.01,19.7,5,0.2,0.65
2025-07-15T23:28:15.299,-0.73,-0.76,0.99,28.97,32.8969,39.9027,12.67,17.6,2,0.48,0.29
2025-07-15T23:28:15.329,0.6,-0.69,-0.17,269.26,32.856,39.9354,11.89,27.2,3,0.97,0.37
2025-07-15T23:28:16.352,0.33,-0.65,0.15,273.06,32.8666,39.9391,11.61,21.1,4,0.16,0.86
2025-07-15T23:28:17.378,-0.75,0.31,0,186.05,32.8759,39.9397,11.72,18.1,3,0.77,0.27
2025-07-15T23:28:18.395,0.37,-0.23,-0.91,309.68,32.8607,39.9401,12.71,16.8,5,0.43,0.91
2025-07-15T23:28:19.407,-0.84,0.95,-0.65,140,32.8742,39.9457,12.5,21.3,1,0.96,0.28
2025-07-15T23:28:20.417,-0.01,-0.46,-0.57,259.18,32.8695,39.9125,12.6,24.3,2,0.31,0.49
2025-07-15T23:28:21.426,0.01,0.96,-0.53,107.85,32.8679,39.9474,12.59,17.7,3,0.69,0.79
2025-07-15T23:28:22.432,-0.75,0.74,-0.2,257.25,32.8792,39.9132,12.52,28.1,2,0.42,0.48
2025-07-15T23:28:23.443,-0.62,-0.32,0.43,225.74,32.8831,39.9459,11.94,24.8,1,0.09,0.4
2025-07-15T23:28:24.454,-0.69,-0.03,-0.55,126.1,32.857,39.9187,12.45,23.2,5,0.81,0.72
2025-07-15T23:28:25.467,0.02,-0.12,0.4,293.5,32.8572,39.9486,12.14,28.3,4,0.71,0.85
2025-07-15T23:28:26.477,-0.7,-0.1,0.91,26.21,32.8518,39.9211,11.7,24,4,0.47,0.48
2025-07-15T23:28:27.489,0.99,0.96,0.03,198.81,32.8827,39.9095,11.63,17.6,4,0.28,0.47
