timestamp,pitch,roll,yaw,heading,longitude,latitude,voltage,temperature,questNo,setPoint,currentSpeed
2025-07-16T20:18:07.442,0.44,0.21,-0.21,169.7,32.8724,39.9483,12.34,22.3,3,0.82,0.44
2025-07-16T20:18:08.452,0.3,-0.35,-0.25,197.72,32.8725,39.9365,11.85,21.4,5,0.81,0.12
2025-07-16T20:18:09.460,0.59,-0.19,-0.93,102.35,32.8987,39.9156,11.94,24.5,1,0.65,1
2025-07-16T20:18:10.469,0.25,0.98,0.52,262.41,32.8692,39.9279,12.54,24.7,2,0.18,0.86
2025-07-16T20:18:11.480,0.89,-0.63,-0.3,147.26,32.889,39.9289,12.04,17.3,4,0.2,0.3
2025-07-16T20:18:12.488,0.7,0.29,-0.86,16.75,32.8739,39.9421,11.96,19,2,0.47,0.07
2025-07-16T20:18:13.502,0.17,0.73,-0.22,281.89,32.8864,39.9017,11.52,19.4,1,0.05,0.69
2025-07-16T20:18:14.505,0.65,-0.01,0.38,250.46,32.8931,39.9359,12.06,27.1,2,0.35,0.21
2025-07-16T20:18:15.517,-0.17,-0.57,0.91,278.15,32.8658,39.9354,12.07,26.7,5,0.62,0.12
2025-07-16T20:18:16.524,0.56,-0.27,0.42,127.03,32.8926,39.9384,11.6,29.1,1,0.52,0.28
