timestamp,pitch,roll,yaw,heading,longitude,latitude,voltage,temperature,questNo,setPoint,currentSpeed
2025-07-16T20:38:31.754,0.36,-0.81,0.98,290.79,32.8868,39.9261,11.76,16.9,1,0.51,0.06
2025-07-16T20:38:31.762,0.14,0.33,0.16,273.97,32.8836,39.9046,11.81,18.4,4,0.42,0.39
2025-07-16T20:38:32.765,-0.81,-0.57,-0.68,97.53,32.852,39.9385,12.14,26.4,4,0.17,0.72
2025-07-16T20:38:33.761,0.8,0.18,0.05,303.35,32.8616,39.916,12.23,27.8,2,0.36,0.74
2025-07-16T20:38:34.769,-0.2,-0.88,-0.22,193.57,32.8511,39.9321,11.6,23.4,3,0.85,0.08
2025-07-16T20:38:35.786,0.57,-0.39,0.47,66.97,32.8506,39.9414,12.06,24.9,4,0.25,0.14
2025-07-16T20:38:36.800,0.42,-0.84,0.41,333.17,32.8673,39.925,11.55,22.7,4,0.73,0.97
2025-07-16T20:38:37.815,-0.74,0.64,0.78,78.24,32.8573,39.9417,11.52,27.1,3,0.07,0.17
2025-07-16T20:38:38.826,0.53,1,-0.44,155.18,32.8698,39.9097,12.37,29.5,2,0.35,0.68
2025-07-16T20:38:39.843,-0.44,0.81,-0.38,93.37,32.8997,39.9424,12.22,20.1,5,0.87,0.42
2025-07-16T20:38:40.859,-0.62,0.2,0.44,305.43,32.8502,39.9056,11.91,21.2,3,0.12,0.77
2025-07-16T20:38:41.868,0.68,-0.92,0.85,85.79,32.8558,39.9126,11.71,28.2,2,0.88,0.1
2025-07-16T20:38:42.884,-0.24,0.3,0.31,160.56,32.8656,39.936,11.83,28.1,3,0.76,0.93
2025-07-16T20:38:43.899,0.36,0.9,-0.84,263.8,32.8835,39.9159,12.01,23.6,1,0.54,0.42
2025-07-16T20:38:44.915,-0.7,0.34,-0.06,97.48,32.8783,39.9264,12.51,30,1,0.83,0.48
2025-07-16T20:38:45.930,-0.07,0.27,-0.2,223.75,32.8873,39.9346,11.56,20.4,4,0.89,0.5
2025-07-16T20:38:46.945,0.89,0.34,-0.77,154.76,32.8521,39.9346,12.26,21.3,1,0.51,0.33
2025-07-16T20:38:47.956,0.36,0.24,-0.05,335.94,32.8697,39.9097,12.07,21.3,4,0.38,0.03
2025-07-16T20:38:48.972,0.61,-0.05,-0.91,39.8,32.8744,39.947,12.56,28.9,1,0.5,0.92
2025-07-16T20:38:49.988,-0.57,0.71,-0.37,64.88,32.8572,39.9317,12.56,22.5,1,0.73,0.43
2025-07-16T20:38:51.003,-0.45,-0.89,-0.26,253.9,32.8727,39.9339,12.13,17.7,1,0.84,0.65
2025-07-16T20:38:52.018,-0.42,-0.27,-0.62,34.59,32.8695,39.909,11.52,26.2,5,0.8,0.66
2025-07-16T20:38:53.033,0.41,-0.33,-0.48,63.14,32.8754,39.9253,11.92,22.1,3,0.67,0.72
2025-07-16T20:38:54.047,0.23,-0.32,-0.1,146.16,32.8969,39.9212,11.81,18.9,3,0.01,0.24
2025-07-16T20:38:55.062,0.41,-0.05,0.05,134.04,32.8535,39.9026,11.73,23.8,5,0.22,0.54
2025-07-16T20:38:56.079,-0.81,-0.86,0.53,232.22,32.8571,39.9324,11.9,29.2,3,0.21,0.01
2025-07-16T20:38:57.093,-0.68,-1,0.96,155.9,32.8514,39.9036,11.57,24.7,4,0.15,0.33
2025-07-16T20:38:58.109,0.84,0.37,-0.14,37.33,32.8596,39.9094,12.01,25.7,5,0.65,0.62
2025-07-16T20:38:59.124,0.29,0.07,0.75,178.99,32.8716,39.9452,12.07,24,5,0.47,0.49
2025-07-16T20:39:00.135,-0.31,-0.2,-0.74,183.98,32.8783,39.9045,12.42,27.2,4,0.67,0.05
2025-07-16T20:39:01.152,-0.15,0.35,-0.54,308.71,32.8986,39.9368,12.26,21.4,4,0.92,0.21
2025-07-16T20:39:02.165,-0.24,0.19,-0.8,181.24,32.8722,39.9365,12.75,22,4,0.56,0.28
2025-07-16T20:39:03.182,-0.3,-0.37,0.4,5.67,32.8706,39.9104,12.15,17.9,2,0.62,0.09
2025-07-16T20:39:04.196,-0.35,0.73,-0.58,105.89,32.8984,39.9046,12.5,30,1,0.61,0.3
2025-07-16T20:39:05.213,-0.4,0.58,0.66,25.83,32.8637,39.919,12.25,20.8,2,0.03,0.64
2025-07-16T20:39:06.226,-0.62,-0.93,-0.8,24.09,32.889,39.9352,12.22,27.1,4,0.59,0.22
2025-07-16T20:39:07.244,0.25,-0.48,0.38,186.63,32.8988,39.9049,12.19,22.8,4,0.32,0.26
2025-07-16T20:39:08.260,0.8,0.67,0.19,233.68,32.8965,39.9432,12.54,24.6,1,0.13,0.38
2025-07-16T20:39:09.274,-0.01,0.81,0.91,252.6,32.9,39.9134,12.44,15.8,3,0.6,0.4
2025-07-16T20:39:10.299,-0.91,-0.84,-0.08,55.79,32.8825,39.9016,11.82,21.2,4,0.08,0.84
2025-07-16T20:39:11.303,-0.17,-0.3,-0.67,204.14,32.8954,39.9401,12.5,25.1,3,0.78,0.29
