timestamp,pitch,roll,yaw,heading,longitude,latitude,voltage,temperature,questNo,setPoint,currentSpeed
2025-07-16T18:54:16.050,0,32.8172,8,353.57,2.11,-0.22,-0.86,0.37,0,0.33,0.91
2025-07-16T18:54:17.097,0,32.8172,12,227.62,1.33,-1.03,-0.69,0.89,0,-0.27,-0.23
2025-07-16T18:54:19.264,0,32.8172,11,245.46,-3.93,-2.62,-1,-0.65,0,-0.43,0.13
2025-07-16T18:54:20.348,0,32.8172,10,275.93,-1.4,0.54,-0.82,0.85,0,0.29,-0.85
2025-07-16T18:54:21.431,0,32.8172,13,301.02,4.17,-2.57,-0.81,0.47,0,-0.31,0.95
2025-07-16T18:54:22.514,0,32.8172,11,224.73,-3.97,0.48,0.85,-0.41,0,-0.94,0.3
2025-07-16T18:54:23.633,0,32.8172,10,271.32,4.73,1.03,-0.03,0.5,0,-0.69,-0.2
2025-07-16T18:54:24.789,0,32.8172,9,239,0.2,0.33,-0.42,-0.24,0,0.5,0.34
2025-07-16T18:54:25.795,0,32.8172,10,258.79,3.32,2.74,0.49,-0.51,0,0.71,0.1
2025-07-16T18:54:27.962,0,32.8172,8,182.99,-2.7,1.21,0.76,-0.56,0,0.58,-0.04
2025-07-16T18:54:29.010,0,32.8172,11,230.64,0.6,0.98,0.51,0.03,0,0.51,-0.99
2025-07-16T18:54:30.109,0,32.8172,13,310.8,-0.82,-2.26,-0.51,0.2,0,-0.75,-0.88
2025-07-16T18:54:31.192,0,32.8172,11,267.88,-3.83,-0.92,0.5,0.95,0,-0.43,0.11
2025-07-16T18:54:32.259,0,32.8172,8,246.66,-0.9,2.93,0.53,0.6,0,0.42,-0.97
2025-07-16T18:54:34.425,0,32.8172,10,316.25,1.41,-1.83,0.48,0.15,0,0.74,-0.55
2025-07-16T18:54:35.524,0,32.8172,13,222.2,4.11,-0.61,-0.46,0.29,0,-0.47,0.89
2025-07-16T18:54:36.608,0,32.8172,12,303.56,-1.96,-0.4,-0.02,0.2,0,0.16,0.8
2025-07-16T18:54:37.691,0,32.8172,13,233.52,4.39,-2.02,0.01,-0.84,0,-0.09,-0.29
2025-07-16T18:54:39.858,0,32.8172,12,257.11,0.63,0.94,0.33,-0.73,0,0.95,0.31
2025-07-16T18:54:40.941,0,32.8172,12,235.16,-4.94,-1.85,0.24,-0.03,0,-0.39,0.03
2025-07-16T18:54:42.025,0,32.8172,8,241.08,4.36,-2.19,-0.85,-0.84,0,0.05,0.73
