timestamp,pitch,roll,yaw,heading,longitude,latitude,voltage,temperature,questNo,setPoint,currentSpeed
2025-07-16T18:01:40.427,0.75,-0.75,-0.41,24.15,32.8893,39.9153,11.94,29.6,5,0.56,0.49
2025-07-16T18:01:40.429,-0.12,-0.24,0.78,193.74,32.8963,39.9391,11.82,16.3,5,0.29,0.71
2025-07-16T18:01:41.440,-0.98,0.88,-0.97,227.79,32.8911,39.9493,11.5,16.7,2,0.53,0.27
2025-07-16T18:01:42.448,-0.43,-0.54,-0.62,145.72,32.8889,39.9357,12.5,15.4,1,0.96,0.49
2025-07-16T18:01:43.463,-0.64,0.84,-0.57,145.54,32.8532,39.9003,11.64,29.6,3,0.32,0.95
2025-07-16T18:01:44.481,-0.22,0.94,-0.71,297.28,32.8555,39.9143,11.85,18.2,3,0.17,0.02
2025-07-16T18:01:45.495,0.64,-0.63,-0.5,41.51,32.8972,39.9158,12.13,25.4,4,0.37,0.37
2025-07-16T18:01:46.512,-0.05,0.22,0.35,60.03,32.8822,39.9005,12.14,29.9,5,0.86,0.86
2025-07-16T18:01:47.526,0.38,-0.68,0.22,150.35,32.87,39.9008,12.48,15.2,5,0.32,0.12
2025-07-16T18:01:48.541,-0.02,-0.03,0.3,117.52,32.8804,39.9359,12.2,22.6,3,0.58,0.49
2025-07-16T18:01:49.558,-0.89,-0.44,0.1,338.36,32.874,39.9313,11.58,28.2,1,0.95,0.21
2025-07-16T18:01:50.573,0.03,-0.94,-0.36,273.64,32.8922,39.9196,12.16,24.8,3,0.62,0.08
2025-07-16T18:01:51.590,0.79,0.52,-0.14,319.83,32.8966,39.9158,12.38,24.5,4,0.84,0.01
2025-07-16T18:01:52.607,0.76,0.41,-0.14,16.34,32.8587,39.9233,12.46,19.6,4,0.84,0.13
2025-07-16T18:01:53.623,0.49,0.18,0.47,97.02,32.899,39.9358,12.36,15.3,4,0.83,0.15
2025-07-16T18:01:54.641,-0.12,0.93,0.37,240.98,32.8715,39.914,11.64,25.4,2,0.03,0.43
2025-07-16T18:01:55.658,0.15,0.43,0.04,20.22,32.8516,39.9472,11.86,28.6,2,0.38,0.31
2025-07-16T18:01:56.674,-0.83,-0.78,-0.3,142.85,32.8878,39.937,12.28,22.4,3,0.42,0.6
2025-07-16T18:01:57.691,-0.04,-0.52,-0.9,4.44,32.8635,39.901,12.01,21.9,2,0.43,0.59
2025-07-16T18:01:58.707,-0.75,-0.89,-0.28,208.02,32.8623,39.9159,11.64,17.1,4,0.43,0.14
2025-07-16T18:01:59.722,0.92,0.83,0.88,200.6,32.8608,39.9262,12.42,16.6,1,0.74,0.33
2025-07-16T18:02:00.737,-0.6,0.87,0.22,17.95,32.8913,39.9057,11.81,16.5,2,0.39,0.02
2025-07-16T18:02:01.753,-0.06,0.01,0.19,315.87,32.866,39.9407,11.62,16.3,1,0.73,0.66
2025-07-16T18:02:02.769,0.09,-0.75,0.3,151.57,32.8947,39.9217,12.68,26.5,1,0.47,0.12
2025-07-16T18:02:03.786,-0.95,0.57,0.09,341.58,32.8685,39.9268,12.55,29.5,4,0.31,0.85
2025-07-16T18:02:04.804,-0.95,0.14,0.7,94.42,32.8763,39.9432,11.8,28.6,3,0.67,0.8
2025-07-16T18:02:05.819,-0.4,-0.57,-0.9,146.9,32.8855,39.9159,11.5,17.4,4,0.42,0.03
2025-07-16T18:02:06.834,-0.1,0.13,0.41,95.72,32.8842,39.9188,11.79,20.4,4,0.96,0.28
2025-07-16T18:02:07.851,-0.76,0.01,0.76,352.61,32.853,39.9138,12.44,30,2,0.95,0.19
2025-07-16T18:02:08.867,-0.67,-0.5,0.12,296.31,32.8783,39.9074,12.44,29.7,1,0.19,0.93
2025-07-16T18:02:09.882,-0.55,0.94,0.37,230.03,32.8915,39.9495,12.6,16.5,4,0.8,0.17
2025-07-16T18:02:10.897,-0.57,0.81,0.56,277.05,32.8824,39.9277,11.83,21.6,5,0.56,0.03
2025-07-16T18:02:11.914,0.52,0.27,0.43,287.81,32.8571,39.927,12,27,3,0.8,0.91
2025-07-16T18:02:12.931,0.08,0.37,0.23,96.53,32.8715,39.9035,11.57,23.2,1,0.84,0.5
2025-07-16T18:02:13.948,0.1,0.67,-0.04,155.61,32.8757,39.9074,12.73,22.8,1,0.35,0.59
2025-07-16T18:02:14.962,-0.44,-0.27,-0.67,2.06,32.8747,39.9142,12.01,23.4,2,0.13,0.65
2025-07-16T18:02:15.975,-0.35,0.27,-0.03,248.15,32.8751,39.9167,11.98,17.3,2,0.93,0.45
2025-07-16T18:02:16.989,0.15,0.71,-0.99,309.45,32.8585,39.9366,12.56,15.5,3,0.59,0.41
2025-07-16T18:02:18.005,0.67,-0.31,0.18,224.8,32.8611,39.9308,11.5,17.7,3,0.49,0.82
2025-07-16T18:02:19.021,-0.4,0.35,-0.24,62.94,32.8848,39.9387,12.37,29.5,4,0.17,0.44
2025-07-16T18:02:20.037,-0.13,0.08,0.54,171.01,32.8598,39.9112,12.55,20.4,2,0.43,0.38
2025-07-16T18:02:21.055,-0.7,0.73,-0.29,205.14,32.8932,39.9182,12.64,25.6,5,0.27,0.2
