timestamp,pitch,roll,yaw,heading,longitude,latitude,voltage,temperature,questNo,setPoint,currentSpeed
2025-07-16T17:43:50.142,0.79,0.93,-0.8,25.65,32.8639,39.9325,12.11,28,3,0.69,0.58
2025-07-16T17:43:50.150,-0.07,0.39,-0.54,177.47,32.878,39.9271,11.73,22.8,1,0.52,0.37
2025-07-16T17:43:51.140,-0.25,-0.48,0.42,69.39,32.8528,39.93,12.16,16.3,1,0.94,0.05
2025-07-16T17:43:52.157,-0.8,0.41,0.46,187.38,32.8616,39.918,11.77,28.4,3,0.2,0.37
2025-07-16T17:43:53.161,0.49,-0.13,-0.61,245.41,32.8821,39.9251,12.42,20.8,2,0.36,0.61
2025-07-16T17:43:54.198,-0.17,-0.63,0.2,283.39,32.8781,39.9111,12.39,17.1,4,0.65,0.16
2025-07-16T17:43:55.173,-0.26,0.79,-0.7,169.3,32.8885,39.9256,12,28.1,3,0.17,0.91
2025-07-16T17:43:56.183,0.81,-0.3,0.21,142.3,32.8603,39.9155,12.26,28.9,2,0.8,0.05
2025-07-16T17:43:57.205,0.56,-0.9,0.97,82.05,32.8754,39.9387,11.93,16.3,5,0.73,0.71
2025-07-16T17:43:58.203,-0.92,0.36,0.53,129.27,32.8687,39.926,12.53,28.8,4,0.63,0.44
2025-07-16T17:43:59.210,-0.29,-0.52,0.82,100.82,32.8877,39.9358,12.55,24.8,3,0.85,0.55
2025-07-16T17:44:00.221,-0.72,0.83,-0.4,70.8,32.8609,39.9473,12.39,26.5,5,0.14,0.43
2025-07-16T17:44:01.231,-0.1,-0.01,0.88,301.64,32.8761,39.9455,12.23,16.9,4,0.14,0.56
2025-07-16T17:44:02.247,-0.44,-0.24,-0.03,89.24,32.8778,39.9306,12.29,18.1,1,0.35,0.26
2025-07-16T17:44:03.301,0.11,-0.14,-0.91,310.56,32.8551,39.9004,12.35,24.4,4,0.25,0.09
2025-07-16T17:44:04.311,0.74,0.31,0.75,26.44,32.8991,39.9299,12.62,22.4,2,0.43,0.65
2025-07-16T17:44:05.325,0.97,-0.65,-0.13,178.15,32.8532,39.9144,12.05,16.1,3,0.22,0.78
2025-07-16T17:44:06.309,0.06,-0.43,0.57,1.57,32.8989,39.9111,11.88,16.7,3,0.63,0.31
2025-07-16T17:44:07.357,-0.02,0.33,-0.3,33.25,32.8747,39.945,11.54,28.7,5,0.28,0.73
2025-07-16T17:44:08.338,-0.86,-0.42,-0.93,224.36,32.851,39.9348,12.09,29.2,3,0.59,0.55
2025-07-16T17:44:09.355,-0.63,0.47,-0.75,338.39,32.8739,39.9262,12.36,24.9,4,0.07,0.21
2025-07-16T17:44:10.372,0.09,-0.93,0.74,235.51,32.8892,39.9273,11.82,24.8,4,0.04,0.81
2025-07-16T17:44:11.389,0.17,0.52,-0.61,76.16,32.8506,39.9177,12.23,22.8,1,0.19,0.81
2025-07-16T17:44:12.405,0.58,0.21,-0.32,267.94,32.8586,39.9022,12.46,21.7,2,0.97,0.77
2025-07-16T17:44:13.422,-0.51,0.37,0.78,165.67,32.8769,39.9386,12.16,16.8,5,0.49,0.78
