timestamp,pitch,roll,yaw,heading,longitude,latitude,voltage,temperature,questNo,setPoint,currentSpeed
2025-07-16T18:25:11.981,0.23,0.71,0,-0.19,0.5,164.2,32.8649,39.9113,0,27.7,1
2025-07-16T18:25:11.994,0.34,-0.74,-0.18,119.89,32.8803,39.9211,12.02,29.7,2,0,0.55
2025-07-16T18:25:13.007,-0.31,-0.9,-0.02,326.14,32.871,39.9045,12.57,25.6,2,0.3,0.04
2025-07-16T18:25:14.014,-0.26,-0.85,0.61,137.4,32.8948,39.9136,12.03,20.3,5,0.61,0.85
2025-07-16T18:25:15.022,-0.31,-0.85,-0.09,359.58,32.8908,39.9108,12.11,19.7,4,0.06,0.85
2025-07-16T18:25:16.032,0.07,0.02,-0.8,64.66,32.8668,39.9116,12.14,24.9,3,0.44,0.25
2025-07-16T18:25:17.044,-0.37,-0.98,-0.06,72.98,32.8652,39.9047,11.71,28.9,2,0.64,0.31
2025-07-16T18:25:18.055,0.44,0.28,-0.55,72.63,32.8528,39.9095,12.1,26.4,4,0.76,0.06
2025-07-16T18:25:19.072,0.68,0.59,0.25,80.09,32.8918,39.9429,12.65,26.4,1,0.42,0.14
2025-07-16T18:25:20.083,-0.26,0.35,-0.05,76.13,32.8623,39.9021,12.54,24.2,3,0.24,0.02
2025-07-16T18:25:21.089,0.75,0.89,0.19,259.47,32.8759,39.9101,11.62,20.2,3,0.71,0.78
2025-07-16T18:25:22.101,-0.77,0.98,0.99,317.91,32.8882,39.9253,11.87,16,3,0.17,0.3
2025-07-16T18:25:23.110,-0.76,-0.41,0.67,52.33,32.8753,39.939,11.78,29.2,2,0.59,0.54
2025-07-16T18:25:24.119,0.74,0.91,-0.62,265.7,32.8556,39.9466,12.52,28.1,5,0.76,0.61
2025-07-16T18:25:25.145,0.29,-0.75,0.13,316.12,32.8767,39.9386,11.71,19.4,3,0.7,0.67
2025-07-16T18:25:26.168,0.67,0,-0.36,23.26,32.8604,39.9376,12.1,20,4,0.67,0.28
2025-07-16T18:25:27.190,-0.48,0.44,-0.22,340.51,32.8807,39.902,12.09,22.1,1,0.14,0.25
2025-07-16T18:25:28.199,-0.49,-0.21,-0.54,264.88,32.8702,39.9392,11.88,26.3,3,0.1,0
2025-07-16T18:25:29.212,-0.73,0.6,0.68,132.89,32.8765,39.9185,11.59,17.2,4,0.27,0.26
2025-07-16T18:25:30.230,0.38,-0.09,0.83,132.92,32.8729,39.9008,11.86,23.8,4,0.39,0.35
2025-07-16T18:25:31.248,0.77,-0.47,0.05,272.08,32.8911,39.9388,11.8,25.6,4,0.74,0.99
2025-07-16T18:25:32.259,0.44,-0.96,-0.04,36.35,32.8599,39.9234,11.68,16.6,1,0.31,0.04
2025-07-16T18:25:33.270,-0.79,0.46,0.6,140.11,32.8803,39.9121,12.1,27.4,1,0.99,0.88
2025-07-16T18:25:34.282,0.62,0.61,0.15,254.33,32.8708,39.9458,12.34,15.5,4,0.01,0.18
2025-07-16T18:25:35.287,0.52,0.82,-0.65,341.05,32.8623,39.9304,12.33,26,3,0.04,0.81
2025-07-16T18:25:36.301,0.1,-0.36,1,4.04,32.8626,39.9321,12.62,19.8,2,0.09,0.5
2025-07-16T18:25:37.313,0.76,-0.46,-0.34,238.04,32.8963,39.9173,12.12,26.4,4,0.24,0.65
2025-07-16T18:25:38.321,-0.47,-0.06,0.41,118.86,32.884,39.9186,12.45,30,1,0.41,0.42
2025-07-16T18:25:39.331,0.52,-0.77,-0.88,52.07,32.8651,39.9098,12.19,24.5,4,0.71,0.72
2025-07-16T18:25:40.343,0.26,-0.96,0.64,260.83,32.8758,39.9299,11.81,25.9,2,0.21,0.22
2025-07-16T18:25:41.356,0.17,0.4,-0.85,332.04,32.862,39.9287,11.67,16.1,2,0.07,0.43
2025-07-16T18:25:42.370,0.38,-0.07,0.12,339.29,32.8649,39.9237,11.52,17.4,1,0.75,0.64
2025-07-16T18:25:43.384,-0.81,0.15,0.06,251.83,32.8922,39.9198,11.78,25.8,1,0,0.4
2025-07-16T18:25:44.394,-0.8,-0.51,-0.33,251.58,32.8598,39.9321,12.49,19.9,3,0.2,0.71
2025-07-16T18:25:45.404,0.77,0.12,-0.6,39.76,32.8513,39.9084,12.63,25.8,4,0.43,0.49
2025-07-16T18:25:46.418,0.6,-0.4,0.47,346.42,32.8711,39.9179,12.3,27.9,2,0.91,0.83
2025-07-16T18:25:47.431,-0.43,0.28,-0.62,30.47,32.8658,39.9315,12.68,21.2,2,0.21,0.68
2025-07-16T18:25:48.440,0.86,-0.93,0.09,56.79,32.8826,39.9278,12.68,17.5,4,0.61,0.64
2025-07-16T18:25:49.451,-0.28,-0.89,-0.47,230.08,32.8679,39.913,12.59,18.2,5,0.95,0.17
2025-07-16T18:25:50.467,-0.57,-0.13,0.59,179.15,32.8788,39.9282,12.71,19.5,1,0.22,0.23
2025-07-16T18:25:51.481,-0.83,-0.96,-0.38,161.2,32.8993,39.9176,12.47,29.6,1,0.93,0.04
2025-07-16T18:25:52.493,0.14,-0.61,-0.39,89.44,32.889,39.9258,12.67,17.8,2,0.23,0.81
2025-07-16T18:25:53.504,-0.03,-0.1,0.55,138.18,32.8513,39.9227,12.25,18.6,5,0.66,0.5
2025-07-16T18:25:54.519,-0.78,-0.81,-0.79,238.61,32.8908,39.9366,12.42,18,3,0.29,0.09
2025-07-16T18:25:55.528,-0.12,-0.69,-0.47,257.03,32.8898,39.9373,12.27,24.5,4,0.65,0.07
2025-07-16T18:25:56.540,-0.53,-0.77,0.28,137.55,32.8958,39.9347,11.95,17.3,5,0.28,0.11
2025-07-16T18:25:57.576,-0.21,0.36,-0.14,175.46,32.8576,39.9413,11.98,21,2,0.58,0.25
2025-07-16T18:25:58.586,-0.23,0.08,-0.11,172.7,32.8744,39.9402,11.7,17.2,2,0.78,0.49
2025-07-16T18:25:59.594,0.14,-0.92,0.33,180.33,32.877,39.9139,12.57,19.3,5,0.48,0.85
2025-07-16T18:26:00.605,0.13,-0.29,-0.32,293.27,32.8927,39.904,11.65,24,4,0.22,0.12
2025-07-16T18:26:01.616,-0.04,0.09,0.24,14.72,32.8999,39.9382,11.98,28.9,4,0.43,0.56
2025-07-16T18:26:02.627,-0.76,0.08,0.11,357.75,32.8843,39.9315,12.31,23,1,0.09,0.59
2025-07-16T18:26:03.640,0.82,-0.6,0.23,186.6,32.8612,39.9225,11.98,17,4,0.24,0.16
2025-07-16T18:26:04.647,-0.31,0.56,-0.02,38.15,32.8824,39.9324,12.33,17.9,1,0.88,0.17
2025-07-16T18:26:05.660,0.83,-0.05,0.79,218.63,32.8618,39.9029,12.33,19.8,3,0.55,0.33
2025-07-16T18:26:06.673,0.1,-0.77,-0.42,356.57,32.8838,39.9067,12.64,18.1,5,0.28,0.59
2025-07-16T18:26:07.686,0.32,0.44,-0.64,92.22,32.8528,39.9488,12.75,15.1,4,0.66,0.91
2025-07-16T18:26:08.701,-0.04,0.07,0.16,282.1,32.894,39.9019,12.76,21.8,3,0.05,0.9
2025-07-16T18:26:09.713,-0.3,-0.78,-0.13,97.26,32.886,39.9065,12.38,28,1,0.94,0.33
2025-07-16T18:26:10.727,-0.82,0.54,-0.56,358.29,32.8939,39.9413,12.4,17.8,1,0.73,0.12
