timestamp,pitch,roll,yaw,heading,longitude,latitude,voltage,temperature,questNo,setPoint,currentSpeed
2025-07-16T17:46:56.084,0,0.59,-0.46,19.85,32.8576,39.924,11.71,23.6,5,0.49,0.8
2025-07-16T17:46:56.094,-0.73,-0.18,-0.17,352.4,32.8801,39.9127,12.27,26.4,3,0.35,0.73
2025-07-16T17:46:57.097,0.23,-0.25,0.72,191.91,32.8851,39.9363,12.01,28.2,5,0.26,0.38
2025-07-16T17:46:58.105,-0.31,0.87,-0.7,92.67,32.8531,39.9332,11.58,16.8,2,0.49,0.37
2025-07-16T17:46:59.124,-0.95,0.27,-0.71,343.27,32.8939,39.9369,12.02,29.7,3,0.48,0.28
2025-07-16T17:47:00.137,0.57,0.36,0.31,46.07,32.8612,39.9422,11.55,17.7,1,0.67,0.51
2025-07-16T17:47:01.154,-0.61,-0.93,0.94,37.72,32.8809,39.9378,11.74,20.6,2,0.03,0.19
2025-07-16T17:47:02.176,0.93,0.05,0.66,221.88,32.8639,39.9014,12.65,21.9,4,0.66,0.49
2025-07-16T17:47:03.189,0.56,-0.37,-0.58,198.43,32.8601,39.9158,12.18,23.1,2,0.93,0.36
2025-07-16T17:47:04.203,-0.29,-0.67,-0.71,128.17,32.859,39.9172,12.29,18.7,2,0.61,0.85
2025-07-16T17:47:05.217,0.84,0.33,-0.13,142.35,32.8757,39.9481,12.58,16.6,1,0.26,0.45
2025-07-16T17:47:06.234,-0.86,0.35,-0.92,328.16,32.8909,39.9381,12.79,15.3,5,0.76,0.89
2025-07-16T17:47:07.249,-0.6,0.26,-0.28,274.16,32.8795,39.9094,11.6,25.1,5,0.29,0.88
2025-07-16T17:47:08.264,-0.37,0.8,0.47,16.6,32.8502,39.9157,12.28,26.9,2,0.7,0.83
2025-07-16T17:47:09.279,-0.8,-0.19,-0.82,315.76,32.8551,39.9078,12.14,27.5,4,0.34,0.23
2025-07-16T17:47:10.294,0.45,-0.41,0.44,305.39,32.8929,39.9194,12.74,20.8,4,0.03,0.48
2025-07-16T17:47:11.312,-0.28,0.3,-0.69,82.21,32.8821,39.906,12.65,20.1,2,0.63,0.46
